,id,fullName,shortName,nationality,dateOfBirth,rightArmedBowl,rightHandedBat,bowlingStyle
501,517,George Dockrell,G Dockrell,Ireland,1992-07-22,False,True,
502,518,Trent Johnston,T Johnston,Ireland,1974-04-29,False,True,
503,519,Nigel Jones,N Jones,Ireland,1982-04-22,False,True,
504,520,Ed Joyce,E Joyce,Ireland,1978-09-22,False,False,
505,521,Tim Murtagh,T Murtagh,Ireland,1981-08-02,False,False,
506,522,Kevin O'Brien,K O'Brien,Ireland,1984-03-04,False,True,
507,523,Niall O'Brien,N O'Brien,Ireland,1981-11-08,False,False,
508,524,Boyd Rankin,B Rankin,Ireland,1984-07-05,False,False,
509,525,Max Sorensen,M Sorensen,Ireland,1985-11-18,False,True,
510,526,Paul Stirling,P Stirling,Ireland,1990-09-03,False,True,
511,527,Stuart Thompson,S Thompson,Ireland,1991-08-15,False,False,
512,528,Andrew White,A White,Ireland,1980-07-03,False,True,
513,529,Gary Wilson,G Wilson,Ireland,1986-02-05,False,True,
514,530,Brendan Taylor,B Taylor,Zimbabwe,1986-02-06,False,True,
515,531,Elton Chigumbura,E Chigumbura,Zimbabwe,1986-03-14,False,True,
516,532,Graeme Cremer,G Cremer,Zimbabwe,1986-09-19,False,True,
517,533,Craig Ervine,C Ervine,Zimbabwe,1985-08-19,False,False,
518,534,Kyle Jarvis,K Jarvis,Zimbabwe,1989-02-16,False,True,
519,535,Hamilton Masakadza,H Masakadza,Zimbabwe,1983-08-09,False,True,
521,537,Chris Mpofu,C Mpofu,Zimbabwe,1985-11-27,False,True,
523,539,Richard Muzhange,R Muzhange,Zimbabwe,1991-01-30,False,True,
524,540,Vusi Sibanda,V Sibanda,Zimbabwe,1983-10-10,False,True,
525,541,Prosper Utseya,P Utseya,Zimbabwe,1985-03-26,False,True,
526,542,Brian Vitori,B Vitori,Zimbabwe,1990-02-22,False,False,
527,543,Malcolm Waller,M Waller,Zimbabwe,1984-02-28,False,True,
528,544,Charlotte Edwards,C Edwards,England,1979-12-17,False,True,
529,545,Tammy Beaumont,T Beaumont,England,1991-03-11,False,True,
530,546,Arran Brindle,A Brindle,England,1981-11-23,False,True,
531,547,Katherine Brunt,K Brunt,England,1985-07-02,False,True,
532,548,Holly Colvin,H Colvin,England,1989-09-07,False,True,
533,549,Lydia Greenway,L Greenway,England,1985-08-06,False,False,
534,550,Jenny Gunn,J Gunn,England,1986-05-09,False,True,
535,551,Danielle Hazell,D Hazell,England,1988-05-13,False,True,
536,552,Heather Knight,H Knight,England,1990-12-26,False,True,
537,553,Laura Marsh,L Marsh,England,1986-12-05,False,True,
538,555,Anya Shrubsole,A Shrubsole,England,1991-12-07,False,True,
539,556,Sarah Taylor,S Taylor,England,1989-05-20,False,True,
540,557,Danni Wyatt,D Wyatt,England,1991-04-22,False,True,
541,558,Mithali Raj,M Raj,India,1982-12-03,False,True,
542,559,Harmanpreet Kaur,H Kaur,India,1989-03-08,False,True,
543,560,Ekta Bisht,E Bisht,India,1986-02-08,False,False,
544,561,Archana Das,A Das,India,1988-07-21,False,True,
545,562,Jhulan Goswami,J Goswami,India,1982-11-25,False,True,
548,565,Niranjana Nagarajan,N Nagarajan,India,1988-10-09,False,True,
549,566,Rasanara Parwin,R Parwin,India,1992-05-04,False,True,
550,567,Anuja Patil,A Patil,India,1992-06-28,False,True,
551,568,Punam Raut,P Raut,India,1989-10-14,False,True,
552,569,Amita Sharma,A Sharma,India,2012-08-21,False,True,
553,570,Shubhlakshmi Sharma,S Sharma,India,1989-12-31,False,True,
554,571,Gouher Sultana,G Sultana,India,1988-03-31,False,True,
555,572,Merissa Aguilleira,M Aguilleira,West India,1985-12-14,False,True,
556,573,Stafanie Taylor,S Taylor,West India,1991-06-11,False,True,
557,574,Shemaine Campbelle,S Campbelle,West India,1992-10-14,False,True,
559,576,Shanel Daley,S Daley,West India,1988-12-25,False,False,
560,577,Deandra Dottin,D Dottin,West India,1991-06-21,False,True,
561,578,Stacy-Ann King,SA King,West India,1983-07-17,False,False,
563,580,Anisa Mohammed,A Mohammed,West India,1988-09-07,False,True,
564,581,Subrina Munroe,S Munroe,West India,1985-06-11,False,True,
566,583,Shaquana Quintyne,S Quintyne,West India,1996-01-03,False,True,
567,584,Shakera Selman,S Selman,West India,1989-09-01,False,True,
568,585,Tremayne Smartt,T Smartt,West India,1985-09-17,False,True,
569,586,Shaminda Eranga,S Eranga,Sri Lanka,1986-06-23,False,True,
570,587,Dilshan Munaweera,D Munaweera,Sri Lanka,1989-04-24,False,True,
571,588,Akila Dananjaya,A Dananjaya,Sri Lanka,1993-10-04,False,False,
572,589,Darren Sammy,D Sammy,West India,1983-12-20,False,True,
573,590,Samuel Badree,S Badree,West India,1981-03-09,True,True,
574,591,Johnson Charles,J Charles,West India,1989-01-14,False,True,
575,592,Fidel Edwards,F Edwards,West India,1982-02-06,False,True,
576,593,Denesh Ramdin,D Ramdin,West India,1985-03-13,False,True,
577,594,Ravi Rampaul,R Rampaul,West India,1984-10-15,False,False,
578,595,Lendl Simmons,L Simmons,West India,1985-01-25,True,True,
579,596,Shashikala Siriwardana,S Siriwardana,Sri Lanka,1985-02-14,False,True,
580,597,Nilakshika Silva,N Silva,Sri Lanka,1989-09-27,False,True,
581,598,Sandamali Dolawatte,S Dolawatte,Sri Lanka,1983-02-10,False,True,
583,600,Chamari Athapaththu,C Athapaththu,Sri Lanka,1990-02-09,False,False,
584,601,Eshani Lokusooriyage Duplicate,E Lokusooriyage,Sri Lanka,1984-06-01,False,True,
585,602,Udeshika Prabodani,U Prabodani,Sri Lanka,1985-09-20,False,True,
586,603,Inoka Ranaweera,I Ranaweera,Sri Lanka,1986-02-18,False,False,
587,604,Deepika Rasangika,D Rasangika,Sri Lanka,1983-12-13,False,False,
588,605,Maduri Samuddika,M Samuddika,Sri Lanka,1984-11-08,False,True,
589,606,Chamani Seneviratna,C Seneviratna,Sri Lanka,1978-11-14,False,True,
590,607,Dilani Manodara,D Manodara,Sri Lanka,1982-12-08,False,True,
592,609,Sripali Weerakkody,S Weerakkody,Sri Lanka,1986-01-07,False,False,
593,610,Nawroz Mangal,N Mangal,Afghanistan,1984-07-15,False,True,
594,611,Asghar Afghanistan,A Afghanistan,Afghanistan,1987-02-22,False,True,
595,612,Dawlat Zadran,D Zadran,Afghanistan,1983-03-19,False,True,
596,613,Gulbadin Naib,G Naib,Afghanistan,1991-03-16,False,True,
597,614,Hamid Hassan,H Hassan,Afghanistan,1987-06-01,False,True,
598,615,Izatullah Dawlatzai,I Dawlatzai,Afghanistan,1991-05-10,False,True,
599,616,Javed Ahmadi,J Ahmadi,Afghanistan,1992-01-02,False,True,
600,617,Karim Sadiq,K Sadiq,Afghanistan,1984-01-05,False,True,
601,618,Mohammad Nabi,M Nabi,Afghanistan,1985-01-01,True,True,OFF_SPIN
602,619,Mohammad Shahzad,M Shahzad,Afghanistan,1988-01-31,False,True,
603,620,Najibullah Zadran,N Zadran,Afghanistan,1993-02-28,False,False,
605,622,Samiullah Shinwari,S Shinwari,Afghanistan,1987-02-03,False,True,
606,623,Shafiqullah,Shafiqullah,Afghanistan,1989-08-07,False,True,
607,624,Shapoor Zadran,S Zadran,Afghanistan,1987-07-08,False,False,
608,625,Sana Mir,S Mir,Pakistan,1986-01-05,False,True,
609,626,Nain Abidi,SNF Abidi,Pakistan,1985-05-23,False,True,
610,627,Asmavia Iqbal Khokhar,AI Khokar,Pakistan,1988-01-01,False,True,
612,629,Bismah Maroof,B Maroof,Pakistan,1992-07-18,False,False,
614,631,Javeria Khan,J Khan,Pakistan,1988-05-14,False,True,
616,633,Marina Iqbal,M Iqbal,Pakistan,1987-03-07,False,True,
617,635,Nahida Khan,N Khan,Pakistan,1986-11-03,False,True,
618,636,Nida Dar,N Dar,Pakistan,1987-01-02,False,True,
619,637,Qanita Jalil,Q Jalil,Pakistan,1982-03-21,False,True,
620,638,Sadia Yousaf,S Yousaf,Pakistan,1990-11-04,False,True,
622,640,Henry Davids,H Davids,South Africa,1980-01-19,False,True,
624,642,Rory Kleinveldt,R Kleinveldt,South Africa,1983-03-15,False,True,
625,643,Vernon Philander,V Philander,South Africa,1985-06-24,False,True,
626,644,CW Henderson,CW Henderson,,2012-09-06,False,True,
627,645,Monde Zondeki,M Zondeki,South Africa,1982-07-25,False,True,
628,646,Phil Hughes,P Hughes,Australia,1988-11-30,False,False,
629,647,Ben Rohrer,B Rohrer,Australia,1981-03-26,False,True,
630,648,SPD Smith DUPLICATE,SPD Smith,,2012-09-06,False,True,
631,649,Nathan Hauritz,N Hauritz,Australia,1981-10-08,False,True,
632,650,Stuart Clark,SR Clark,Australia,1975-09-28,False,True,
634,652,Dean Elgar,D Elgar,South Africa,1987-06-11,False,False,
636,654,RT Bailey,RT Bailey,,2012-09-06,False,True,
637,655,SC van Schalkwyk,SC van Schalkwyk,,2012-09-06,False,True,
639,657,PV Mpitsang,PV Mpitsang,,2012-09-06,False,True,
640,658,Jon Holland,J Holland,Australia,1987-05-29,False,True,
641,659,Peter Siddle,P Siddle,Australia,1984-11-25,False,True,
643,661,AJ Redmond DUPLICATE,AJ Redmond,,2012-09-06,False,True,
644,662,Hamish Rutherford,H Rutherford,New Zealand,1989-04-27,False,False,
647,665,Ian Butler,I Butler,New Zealand,1981-11-24,False,True,
650,668,Neil Wagner,N Wagner,New Zealand,1986-03-13,False,False,
651,669,Marcus Trescothick,ME Trescothick,England,1975-12-25,False,False,
653,671,Zander de Bruyn,Z de Bruyn,South Africa,1975-07-05,False,True,
654,672,AVrul Suppiah,AV Suppiah,England,1983-08-30,False,True,
655,673,PD Trego,PD Trego,,2012-09-06,False,True,
656,674,JC Hildreth,JC Hildreth,,2012-09-06,False,True,
657,675,Ben Phillips,BJ Phillips,England,1974-09-30,False,True,
658,676,CM Willoughby,CM Willoughby,,2012-09-06,False,True,
660,678,RJ Hamilton-Brown,RJ Hamilton-Brown,,2012-09-06,False,True,
662,680,Andy Hodd,AJ Hodd,England,1984-01-12,False,True,
665,683,RJ Kirtley,RJ Kirtley,,2012-09-06,False,True,
670,688,Kaushal Lokuarachchi,K Lokuarachchi,Sri Lanka,2012-09-06,False,True,
672,690,Isuru Udana,I Udana,Sri Lanka,1988-02-17,False,True,MEDIUM_SEAM
673,691,Chanaka Welegedara,C Welegedara,Sri Lanka,1981-03-20,False,True,
676,694,Sherwin Ganga,S Ganga,West India,1982-02-13,False,True,
677,695,D Mohammed,D Mohammed,,2012-09-06,False,True,
678,696,Michael Yardy,MH Yardy,England,1980-11-27,False,True,
679,697,Alan Kruger,AK Kruger,South Africa,1981-02-16,False,True,
680,698,Cornelius de Villiers,C de Villiers,South Africa,1986-03-16,False,True,
681,699,WJ Durston,WJ Durston,,2012-09-06,False,True,
682,700,J Coetzee,J Coetzee,,2012-09-06,False,True,
684,702,Sybrand Engelbrecht,S Engelbrecht,South Africa,1988-09-15,False,True,
685,703,OAC Banks,OAC Banks,,2012-09-06,False,True,
686,704,Navin Stewart,N Stewart,West India,1983-06-13,False,True,
687,705,FC Plaatjies,FC Plaatjies,,2012-09-06,False,True,
689,707,Alviro Petersen,A Petersen,South Africa,1980-12-05,False,True,
690,708,R Cameron,R Cameron,,2012-09-06,False,True,
693,711,R Frylinck,R Frylinck,,2012-09-06,False,True,
695,713,S Burger,S Burger,,2012-09-06,False,True,
696,714,Aaron Phangiso,A Phangiso,South Africa,1984-01-21,False,True,
697,715,Ethan O'Reilly,E O'Reilly,South Africa,1985-12-27,False,True,
698,716,Kushal Janith Perera,KJ Perera,Sri Lanka,2012-09-06,False,False,
699,717,Ashwell Prince,AG Prince,South Africa,1977-05-28,False,True,
700,718,JP Kreusch,JP Kreusch,,2012-09-06,False,True,
702,720,N Boje,N Boje,,2012-09-06,False,True,
707,725,K Noema-Barnett,K Noema-Barnett,,2012-09-06,False,True,
710,728,AF Milne DUPLICATE,AF Milne,,2012-09-06,False,True,
711,729,Michael Mason,MJ Mason,New Zealand,1974-08-27,False,True,
712,730,Mitchell McClenaghan,M McClenaghan,New Zealand,1986-06-11,False,False,
715,733,Tom Cooper,T Cooper,Australia,1986-11-26,False,True,
716,734,Aaron O'Brien,A O'Brien,Australia,1981-10-02,False,False,
717,735,CB Bailey,CB Bailey,,2012-09-06,False,True,
718,736,Gary Putland,G Putland,Australia,1986-02-10,False,True,
722,740,Narsingh Deonarine,N Deonarine,West India,1983-08-16,False,True,
723,741,Christopher Barnwell,C Barnwell,West India,1987-01-06,False,True,
724,742,RT Crandon,RT Crandon,,2012-09-06,False,True,
728,746,EA Crandon,EA Crandon,,2012-09-06,False,True,
729,747,Devendra Bishoo,D Bishoo,West India,1985-11-06,False,True,
730,748,John Hastings,J Hastings,Australia,1985-11-04,False,True,
733,751,SHA Rance,SHA Rance,,2012-09-06,False,True,
735,753,Bryce McGain,BE McGain,Australia,1972-03-25,False,True,
739,757,Jean Symes,J Symes,South Africa,1986-11-13,False,False,
740,758,CJ Alexander,CJ Alexander,,2012-09-06,False,True,
744,762,WA Deacon,WA Deacon,,2012-09-06,False,True,
746,764,LJP Gunaratne,LJP Gunaratne,,2012-09-06,False,True,
749,767,GACR Perera,GACR Perera,,2012-09-06,False,True,
750,768,JGA Janoda,JGA Janoda,,2012-09-06,False,True,
751,769,Jason Mohammed,J Mohammed,West India,1986-09-23,False,True,
752,770,James Adams,J Adams,England,1980-09-23,False,False,
755,773,Colin Munro,C Munro,New Zealand,1987-03-11,False,False,
756,774,Andre Adams,A Adams,New Zealand,1975-07-17,False,True,
757,775,Michael Bates,MD Bates,New Zealand,1983-10-11,False,True,
758,776,Chris Martin,C Martin,New Zealand,1974-12-10,False,True,
759,777,JJ Cobb,JJ Cobb,England,2012-09-06,False,True,
761,779,WA White,WA White,,2012-09-06,False,True,
766,784,HF Gurney,HF Gurney,,2012-09-06,False,True,
768,786,Nick Compton,N Compton,England,1983-06-26,False,True,
770,788,L Gregory,L Gregory,,2012-09-06,False,True,
772,790,JKH Naik,JKH Naik,,2012-09-06,False,True,
773,791,JT Smuts,JT Smuts,,2012-09-06,False,True,
774,792,Steve O'Keefe,S O'Keefe,Australia,1984-12-09,False,True,
778,796,Adil Rashid,A Rashid,England,1988-02-17,False,True,
779,797,Nathan Lyon,N Lyon,Australia,1987-11-20,False,True,
780,798,Kane Richardson,K Richardson,Australia,1991-02-12,True,True,
782,800,SP Kirby,SP Kirby,,2012-09-06,False,True,
783,801,Adam Dibble,AJ Dibble,England,1991-03-09,False,True,
785,804,Sumaiya Siddiqi,S Siddiqi,Pakistan,1988-11-30,False,True,
786,806,Amy Jones,A Jones,England,1993-06-13,False,True,
787,808,Seekkuge Prasanna,S Prasanna,Sri Lanka,1985-06-27,False,True,
790,811,Sachithra Senanayake,S Senanayake,Sri Lanka,1985-02-09,False,True,
791,812,Kosala Kulasekara,K Kulasekara,Sri Lanka,1985-07-15,False,True,
792,813,Udara Jayasundera,U Jayasundera,Sri Lanka,1991-01-03,False,False,
794,815,Shehan Jayasuriya,S Jayasuriya,Sri Lanka,1991-09-12,False,True,
796,817,Dushmantha Chameera,D Chameera,Sri Lanka,1992-01-11,False,True,
797,818,Reema Malhotra,R Malhotra,India,1980-10-17,False,True,
799,820,Colin de Grandhomme,C de Grandhomme,New Zealand,1986-07-22,True,True,FAST_SEAM
800,821,Anaru Kitchen,A Kitchen,New Zealand,1984-02-21,False,True,
801,822,Bruce Martin,B Martin,New Zealand,1980-04-25,False,True,
804,825,Michael Carberry,M Carberry,England,1980-09-29,False,False,
805,826,Liam Dawson,L Dawson,England,1990-03-01,False,True,
806,827,Sean Ervine,S Ervine,Zimbabwe,1982-12-06,False,False,
807,828,David Griffiths,D Griffiths,England,1985-09-10,False,False,
810,831,James Vince,J Vince,England,1991-03-14,False,True,
811,832,Christopher Wood,C Wood,England,1990-06-27,False,True,
812,833,Temba Bavuma,T Bavuma,South Africa,1990-05-17,False,True,
813,834,Quinton de Kock,Q de Kock,South Africa,1992-12-17,False,False,
815,836,Chris Morris,C Morris,South Africa,1987-04-30,True,True,FAST_SEAM
816,837,Dwaine Pretorius,D Pretorius,South Africa,1989-03-29,False,True,
818,839,Michael Beer,M Beer,Australia,1984-06-09,False,True,
819,840,Nathan Coulter-Nile,N Coulter-Nile,Australia,1987-10-11,False,True,
820,841,Ryan Duffield,R Duffield,Australia,1988-06-20,False,False,
821,842,Ben Edmondson,B Edmondson,Australia,1978-09-28,False,False,
822,843,Joe Mennie,J Mennie,Australia,1988-12-24,False,True,
823,844,Marcus North,M North,Australia,1979-07-28,False,False,
825,846,Sarfaraz Ahmed,S Ahmed,Pakistan,1987-05-22,False,True,
827,848,Umaid Asif,U Asif,Pakistan,1984-04-30,False,True,
829,850,Bilawal Bhatti,B Bhatti,Pakistan,1991-09-17,False,True,
832,853,Rana Naved,R Naved,Pakistan,1978-02-28,False,True,
833,854,Abdur Rehman,A Rehman,Pakistan,1980-03-01,False,False,
834,855,Haris Sohail,H Sohail,Pakistan,1989-01-09,False,False,
836,857,Josh Hazlewood,J Hazlewood,Australia,1991-01-08,False,False,
837,858,Nic Maddinson,N Maddinson,Australia,1991-12-21,False,False,
838,859,Ian Moran,I Moran,Australia,1979-08-16,False,True,
839,860,Peter Nevill,P Nevill,Australia,1985-10-13,False,True,
841,862,Heino Kuhn,H Kuhn,South Africa,1984-04-01,False,True,
842,863,Eden Links,E Links,South Africa,1989-03-25,False,True,
843,864,Ethy Mbhalati,E Mbhalati,South Africa,1981-11-18,False,True,
845,866,Rowan Richards,R Richards,South Africa,1984-07-08,False,False,
846,867,Jacques Rudolph,J Rudolph,South Africa,1981-05-04,False,False,
848,869,David Wiese,D Wiese,South Africa,1985-05-18,False,True,
849,870,Rayad Emrit,R Emrit,West India,1981-03-08,False,True,
850,871,Shannon Gabriel,S Gabriel,West India,1988-04-28,False,True,
851,872,Evin Lewis,E Lewis,West India,1991-12-27,False,False,
852,873,Yannick Ottley,Y Ottley,West India,1991-09-07,False,True,
853,874,Fawad Alam,F Alam,Pakistan,1985-10-08,False,False,
854,875,Charith Jayampathi,C Jayampathi,Sri Lanka,1991-02-01,False,False,
857,878,Moin Ashraf,M Ashraf,England,1992-01-05,False,True,
858,879,Gary Ballance,G Ballance,England,1989-11-22,False,False,
859,880,Andrew Gale,A Gale,England,1983-11-28,False,False,
860,881,Oliver Hannon-Dalby,O Hannon-Dalby,England,1989-06-20,False,False,
863,884,Adam Lyth,A Lyth,England,1987-09-25,False,False,
864,885,Steve Patterson,S Patterson,England,1983-10-03,False,True,
865,886,Azeem Rafiq,A Rafiq,England,1991-02-27,False,True,
866,887,Joe Root,J Root,England,1990-12-30,True,True,OFF_SPIN
867,888,Ryan Sidebottom,R Sidebottom,England,1978-01-15,False,False,
868,889,Iain Wardlaw,I Wardlaw,Scotland,1985-06-29,False,True,
870,891,Yashoda Mendis,Y Mendis,Sri Lanka,1986-09-15,False,True,
871,892,Nicola Carey,N Carey,Australia,1993-09-10,False,False,
873,894,Ashan Priyanjan,A Priyanjan,Sri Lanka,1989-08-14,False,True,
876,897,Ed Cowan,E Cowan,Australia,1982-06-16,False,True,
877,898,Imran Tahir,I Tahir,South Africa,1979-03-27,True,True,
878,899,Alastair Cook,A Cook,England,1984-12-25,False,False,
879,900,James Anderson,J Anderson,England,1982-07-30,False,False,
880,901,Ian Bell,I Bell,England,1982-04-11,False,True,
881,902,Stuart Meaker,S Meaker,England,1989-01-21,False,True,
882,903,Graham Onions,G Onions,England,1982-09-09,False,True,
883,904,Monty Panesar,M Panesar,England,1982-04-25,False,False,
884,905,Matt Prior,M Prior,England,1982-02-26,False,True,
885,906,Jonathan Trott,J Trott,England,1981-04-22,False,True,
886,907,Cameron Boyce,C Boyce,Australia,1989-07-27,False,True,
888,909,Michael Neser,M Neser,Australia,1990-03-29,False,True,
891,912,Joe Burns,J Burns,Australia,1989-09-06,False,True,
892,913,Ben Cutting,B Cutting,Australia,1987-01-30,False,True,
894,915,Cameron Gannon,C Gannon,Australia,1989-01-23,False,True,
896,917,Alister McDermott,A McDermott,Australia,1991-06-07,False,True,
897,918,Ben Dunk,B Dunk,Australia,1987-03-11,False,False,
898,919,Michael Hogan,M Hogan,Australia,1981-05-31,False,True,
899,920,Jason Krejza,J Krejza,Australia,1983-01-14,False,True,
900,921,Ben Laughlin,B Laughlin,Australia,1982-10-03,False,True,
902,923,Jonathan Wells,J Wells,Australia,1988-08-13,False,True,
907,928,James Muirhead,J Muirhead,Australia,1993-07-30,False,True,
908,929,Darren Pattinson,D Pattinson,Australia,1979-08-02,False,True,
909,930,Will Sheridan,W Sheridan,Australia,1987-07-05,False,False,
910,931,Jackson Bird,J Bird,Australia,1986-12-11,False,True,
911,932,Peter Handscomb,P Handscomb,Australia,1991-04-26,False,True,
913,934,Clive Rose,C Rose,Australia,1989-10-13,False,True,
914,935,Ashton Agar,A Agar,Australia,1993-10-14,False,False,
916,937,Jason Behrendorff,J Behrendorff,Australia,1990-04-20,False,True,
918,939,Daniel Hughes,D Hughes,Australia,1989-02-16,False,False,
919,940,Josh Lalor,J Lalor,Australia,1987-11-02,False,True,
920,941,Kurtis Patterson,K Patterson,Australia,1993-04-05,False,False,
921,942,Sean Abbott,S Abbott,Australia,1992-02-29,False,True,
922,943,Mark Cosgrove,M Cosgrove,Australia,1984-06-14,False,False,
927,948,Usman Khawaja,U Khawaja,Australia,1986-12-18,False,False,
929,950,Chris Rogers,C Rogers,Australia,1977-08-31,False,False,
930,951,Gurinder Sandhu,G Sandhu,Australia,1993-02-14,False,False,
931,952,Chris Tremain,C Tremain,Australia,1991-08-10,False,True,
933,954,Dimuth Karunaratne,D Karunaratne,Sri Lanka,1988-04-21,False,False,
934,956,Dhammika Prasad,D Prasad,Sri Lanka,1983-05-30,False,True,
936,958,Adam Zampa,A Zampa,Australia,1992-03-31,True,True,
937,959,Alex Doolan,A Doolan,Australia,1985-11-29,False,True,
938,960,Luke Feldman,L Feldman,Australia,1984-08-01,False,True,
939,961,Fawad Ahmed,F Ahmed,Australia,1979-03-10,False,True,
940,962,James Tredwell,J Tredwell,England,1982-02-27,False,False,
941,963,Evan Gulbis,E Gulbis,Australia,1986-03-20,False,True,
942,964,Marcus Stoinis,M Stoinis,Australia,1989-08-16,False,True,
943,965,Hilton Cartwright,H Cartwright,Australia,1992-02-14,False,True,
944,966,James Harris,J Harris,England,1990-05-16,False,True,
945,967,Chris Woakes,C Woakes,England,1989-03-02,True,True,FAST_SEAM
946,968,Corey Anderson,C Anderson,New Zealand,1990-12-13,False,False,
947,969,Trent Boult,T Boult,New Zealand,1989-07-22,False,True,
948,970,Peter Fulton,P Fulton,New Zealand,1979-02-01,False,True,
949,971,Jimmy Neesham,J Neesham,New Zealand,1990-09-17,False,False,
950,972,Dean Brownlie,D Brownlie,New Zealand,1984-07-30,False,True,
952,974,Jeetan Patel,J Patel,New Zealand,1980-05-07,False,True,
954,976,Simon Keen,SJC Keen,Australia,1987-10-04,False,False,
955,977,Matt Johnston,M Johnston,Australia,1985-10-15,False,False,
956,978,Brad Young,B Young,Australia,1973-02-23,False,True,
957,979,Ahmed Shehzad,A Shehzad,Pakistan,1991-11-23,False,True,
958,980,Asad Ali,A Ali,Pakistan,1988-10-14,False,True,
959,981,Junaid Khan,J Khan,Pakistan,1989-12-24,False,True,
960,982,Mohammad Irfan,M Irfan,Pakistan,1982-06-06,False,True,
961,983,Umar Amin,U Amin,Pakistan,1989-10-16,False,False,
962,984,Zulfiqar Babar,Z Babar,Pakistan,1978-12-10,False,True,
963,985,Azhar Ali,Azhar Ali,Pakistan,1985-02-19,False,True,
965,987,Anwar Ali,Anwar Ali,Pakistan,1987-11-25,False,True,
966,988,Wahab Riaz,W Riaz,Pakistan,1985-06-28,False,True,
967,993,Suranga Lakmal,S Lakmal,Sri Lanka,1987-03-10,False,True,
968,994,Matthew Gale,MG Gale,Australia,1983-11-28,False,True,
970,996,Holly Ferling,H Ferling,Australia,1995-12-22,False,True,
971,997,Megan Schutt,M Schutt,Australia,1993-01-15,False,True,
972,998,Elyse Villani,E Villani,Australia,1989-10-06,False,True,
973,999,Georgia Elwiss,G Elwiss,England,1991-05-31,False,True,
976,1002,Rachel Candy,R Candy,New Zealand,1986-07-23,False,True,
978,1004,Rachel Priest,R Priest,New Zealand,1985-06-13,False,True,
979,1005,Lea Tahuhu,L Tahuhu,New Zealand,1990-09-23,False,True,
980,1006,Diana Baig,D Baig,Pakistan,1995-10-15,False,True,
983,1009,Cri-zelda Brits,Cz Brits,South Africa,1983-11-20,False,True,
985,1011,Yolandi Potgieter,Y Potgieter,South Africa,1989-05-16,False,True,
987,1013,Chloe Tryon,C Tryon,South Africa,1994-01-25,False,True,
989,1015,Oshadhi Ranasinghe,O Ranasinghe,Sri Lanka,1986-03-16,False,False,
990,1016,Sharina Ravikumar,S Ravikumar,Sri Lanka,1992-03-31,False,True,
991,1017,Kyshona Knight,K Knight,West India,1992-02-19,False,False,
994,1020,Travis Head,T Head,Australia,1993-12-29,True,False,
996,1022,Renee Chappell,R Chappell,Australia,1983-07-07,False,True,
997,1023,Grant Elliott,G Elliott,New Zealand,1979-03-21,False,True,
1010,1036,Abhishek Tiwari,A Tiwari,India,,False,True,
1020,1046,Mohammad Sayyed,M Sayyed,India,,False,True,
1023,1049,Mukund Sardar,M Sardar,India,,False,True,
1024,1050,Aaraf Shaikh,A Shaikh,India,1996-11-19,False,True,
1027,1053,Laxman Yadav,L Yadav,India,,False,True,
1028,1054,Jyotikamal Barik,JN Barik,India,1990-12-19,False,False,
1029,1055,Gangotra Behera,GH Behera,India,1993-05-14,False,True,
1033,1059,Sujata Mallik,SK Mallik,India,1993-06-04,False,True,
1039,1065,Sushree Pradhan,SD Pradhan,India,1997-09-08,False,True,
1040,1066,Swagatika Rath,S Rath,India,1994-11-18,False,True,
1041,1067,Ritu Singh,Ritu Singh,India,1993-03-06,False,True,
1047,1074,Tino Best,T Best,West India,1981-08-26,False,True,
1048,1075,Jason Holder,J Holder,West India,1991-11-05,False,True,
1049,1076,Kieran Powell,K Powell,West India,1990-03-06,False,True,
1050,1077,Devon Thomas,D Thomas,West India,1989-11-12,False,True,
1051,1078,Ehsan Adil,E Adil,Pakistan,1993-03-15,False,True,
1053,1080,Rahat Ali,Rahat Ali,Pakistan,1988-09-12,False,True,
1056,1083,Vijay Shankar,V Shankar,India,1991-01-26,True,True,MEDIUM_SEAM
1058,1085,Manan Vohra,M Vohra,India,1993-07-18,False,True,
1059,1086,Siddarth Kaul,S Kaul,India,1990-05-19,False,True,
1060,1087,Jalaj Saxena,J Saxena,India,1986-12-15,False,True,
1061,1088,Rishi Dhawan,R Dhawan,India,1990-02-19,False,True,
1063,1090,Ishwar Pandey,I Pandey,India,1989-08-15,True,True,
1064,1091,Harmeet Singh,H Singh,India,1992-09-07,False,False,
1066,1093,Parveez Rasool,P Rasool,India,1989-02-13,False,True,
1067,1094,Natsai Mushangwe,N Mushangwe,Zimbabwe,1991-02-09,False,True,
1068,1095,Regis Chakabva,R Chakabva,Zimbabwe,1987-09-20,False,True,
1070,1097,Tendai Chatara,T Chatara,Zimbabwe,1991-02-28,False,True,
1071,1098,Chamu Chibhabha,C Chibhabha,Zimbabwe,1986-09-06,False,True,
1073,1100,Tinotenda Mutombodzi,T Mutombodzi,Zimbabwe,1990-12-21,False,True,
1075,1102,Sean Williams,S Williams,Zimbabwe,1986-09-26,False,False,
1076,1103,Veerasammy Permaul,V Permaul,West India,1989-08-11,False,True,
1077,1105,Kyle Abbott,K Abbott,South Africa,1987-06-18,False,True,
1078,1106,Ankit Rajpoot,A Rajpoot,India,1993-12-04,False,True,
1079,1107,Mohit Sharma,M Sharma,India,1991-12-19,False,True,
1083,1111,Aniket Choudhary,A Choudhary,India,1990-01-28,False,True,
