,id,fullName,shortName,nationality,dateOfBirth,rightArmedBowl,rightHandedBat,bowlingStyle
885,906,Jonathan Trott,J Trott,England,1981-04-22,False,True,
888,909,Michael Neser,M Neser,Australia,1990-03-29,False,True,
891,912,Joe Burns,J Burns,Australia,1989-09-06,False,True,
892,913,Ben Cutting,B Cutting,Australia,1987-01-30,False,True,
897,918,Ben Dunk,B Dunk,Australia,1987-03-11,False,False,
898,919,Michael Hogan,M Hogan,Australia,1981-05-31,False,True,
902,923,Jonathan Wells,J Wells,Australia,1988-08-13,False,True,
910,931,Jackson Bird,J Bird,Australia,1986-12-11,False,True,
911,932,Peter Handscomb,P Handscomb,Australia,1991-04-26,False,True,
914,935,Ashton Agar,A Agar,Australia,1993-10-14,False,False,
918,939,Daniel Hughes,D Hughes,Australia,1989-02-16,False,False,
920,941,Kurtis Patterson,K Patterson,Australia,1993-04-05,False,False,
921,942,Sean Abbott,S Abbott,Australia,1992-02-29,False,True,
922,943,Mark Cosgrove,M Cosgrove,Australia,1984-06-14,False,False,
927,948,Usman Khawaja,U Khawaja,Australia,1986-12-18,False,False,
929,950,Chris Rogers,C Rogers,Australia,1977-08-31,False,False,
931,952,Chris Tremain,C Tremain,Australia,1991-08-10,False,True,
933,954,Dimuth Karunaratne,D Karunaratne,Sri Lanka,1988-04-21,False,False,
934,956,Dhammika Prasad,D Prasad,Sri Lanka,1983-05-30,False,True,
936,958,Adam Zampa,A Zampa,Australia,1992-03-31,True,True,
937,959,Alex Doolan,A Doolan,Australia,1985-11-29,False,True,
940,962,James Tredwell,J Tredwell,England,1982-02-27,False,False,
942,964,Marcus Stoinis,M Stoinis,Australia,1989-08-16,False,True,
943,965,Hilton Cartwright,H Cartwright,Australia,1992-02-14,False,True,
944,966,James Harris,J Harris,England,1990-05-16,False,True,
945,967,Chris Woakes,C Woakes,England,1989-03-02,True,True,FAST_SEAM
946,968,Corey Anderson,C Anderson,New Zealand,1990-12-13,False,False,
947,969,Trent Boult,T Boult,New Zealand,1989-07-22,False,True,
948,970,Peter Fulton,P Fulton,New Zealand,1979-02-01,False,True,
949,971,Jimmy Neesham,J Neesham,New Zealand,1990-09-17,False,False,
950,972,Dean Brownlie,D Brownlie,New Zealand,1984-07-30,False,True,
952,974,Jeetan Patel,J Patel,New Zealand,1980-05-07,False,True,
957,979,Ahmed Shehzad,A Shehzad,Pakistan,1991-11-23,False,True,
959,981,Junaid Khan,J Khan,Pakistan,1989-12-24,False,True,
960,982,Mohammad Irfan,M Irfan,Pakistan,1982-06-06,False,True,
961,983,Umar Amin,U Amin,Pakistan,1989-10-16,False,False,
962,984,Zulfiqar Babar,Z Babar,Pakistan,1978-12-10,False,True,
963,985,Azhar Ali,Azhar Ali,Pakistan,1985-02-19,False,True,
965,987,Anwar Ali,Anwar Ali,Pakistan,1987-11-25,False,True,
966,988,Wahab Riaz,W Riaz,Pakistan,1985-06-28,False,True,
967,993,Suranga Lakmal,S Lakmal,Sri Lanka,1987-03-10,False,True,
972,998,Elyse Villani,E Villani,Australia,1989-10-06,False,True,
973,999,Georgia Elwiss,G Elwiss,England,1991-05-31,False,True,
978,1004,Rachel Priest,R Priest,New Zealand,1985-06-13,False,True,
987,1013,Chloe Tryon,C Tryon,South Africa,1994-01-25,False,True,
994,1020,Travis Head,T Head,Australia,1993-12-29,True,False,
997,1023,Grant Elliott,G Elliott,New Zealand,1979-03-21,False,True,
1047,1074,Tino Best,T Best,West India,1981-08-26,False,True,
1048,1075,Jason Holder,J Holder,West India,1991-11-05,False,True,
1049,1076,Kieran Powell,K Powell,West India,1990-03-06,False,True,
1050,1077,Devon Thomas,D Thomas,West India,1989-11-12,False,True,
1053,1080,Rahat Ali,Rahat Ali,Pakistan,1988-09-12,False,True,
1056,1083,Vijay Shankar,V Shankar,India,1991-01-26,True,True,MEDIUM_SEAM
1058,1085,Manan Vohra,M Vohra,India,1993-07-18,False,True,
1061,1088,Rishi Dhawan,R Dhawan,India,1990-02-19,False,True,
1068,1095,Regis Chakabva,R Chakabva,Zimbabwe,1987-09-20,False,True,
1070,1097,Tendai Chatara,T Chatara,Zimbabwe,1991-02-28,False,True,
1071,1098,Chamu Chibhabha,C Chibhabha,Zimbabwe,1986-09-06,False,True,
1075,1102,Sean Williams,S Williams,Zimbabwe,1986-09-26,False,False,
1077,1105,Kyle Abbott,K Abbott,South Africa,1987-06-18,False,True,
1079,1107,Mohit Sharma,M Sharma,India,1991-12-19,False,True,
1085,1113,Axar Patel,A Patel,India,1994-01-20,False,False,
1089,1117,Hanuma Vihari,H Vihari,India,1993-10-13,True,True,OFF_SPIN
1090,1118,Karn Sharma,K Sharma,India,1987-10-23,True,False,
1096,1124,Jasprit Bumrah,J Bumrah,India,1993-12-06,True,True,
1097,1125,KL Rahul,KL Rahul,India,1992-04-18,False,True,
1100,1128,Richmond Mutumbami,R Mutumbami,Zimbabwe,1989-06-11,False,True,
1101,1129,Sikandar Raza,S Raza,Zimbabwe,1986-04-24,False,True,
1102,1130,Mominul Haque,M Haque,Bangladesh,1991-09-29,False,False,
1105,1133,Shamsur Rahman,S Rahman,Bangladesh,1988-06-05,False,True,
1107,1135,Rubel Hossain,R Hossain,Bangladesh,1990-01-01,False,True,
1108,1136,Tinashe Panyangara,T Panyangara,Zimbabwe,1985-10-21,False,True,
1110,1138,Devon Smith,DS Smith,West India,1981-10-21,False,False,
1112,1140,Tom Latham,T Latham,New Zealand,1992-04-02,False,False,
1113,1141,Kyle Coetzer,K Coetzer,Scotland,1984-04-14,False,True,
1114,1142,Preston Mommsen,P Mommsen,Scotland,1987-10-14,False,True,
1115,1143,Richie Berrington,R Berrington,Scotland,1987-04-03,False,True,
1118,1146,Josh Davey,J Davey,Scotland,1990-08-03,False,True,
1122,1150,Matt Machan,M Machan,Scotland,1991-02-15,False,False,
1123,1151,David Murphy,D Murphy,Scotland,1989-06-24,False,True,
1124,1152,Rob Taylor,R Taylor,Scotland,1989-12-21,False,False,
1126,1154,Ben Stokes,B Stokes,England,1991-06-04,True,False,
1128,1156,Calum MacLeod,C MacLeod,Scotland,1988-11-15,False,True,
1129,1157,Collins Obuya,C Obuya,Kenya,1981-07-27,False,True,
1142,1170,Peter Borren,P Borren,Netherlands,1983-08-21,False,True,
1143,1171,Wesley Barresi,W Barresi,Netherlands,1984-05-03,False,True,
1150,1178,Stephan Myburgh,S Myburgh,Netherlands,1984-02-28,False,False,
1152,1180,Pieter Seelaar,P Seelaar,Netherlands,1987-07-02,False,True,
1154,1182,John Mooney,J Mooney,Ireland,1982-02-10,False,False,
1156,1184,Craig Wallace,C Wallace,Scotland,1990-06-27,False,True,
1158,1188,Matthew Cross,M Cross,Scotland,1992-10-15,False,True,
1160,1190,Andrew Balbirnie,A Balbirnie,Ireland,1990-12-28,False,True,
1161,1191,Stuart Poynter,S Poynter,Ireland,1990-10-18,False,True,
1166,1201,Mohammad Rizwan,Mohammad Rizwan,Pakistan,1992-06-01,False,True,
1169,1205,Khurram Khan,K Khan,UAE,1971-06-21,False,False,
1171,1207,Amjad Javed,A Javed,UAE,1980-07-05,False,True,
1176,1212,Muhammad Naveed,M Naveed,UAE,1987-06-03,False,True,
1178,1214,Swapnil Patil,S Patil,UAE,1985-04-15,False,True,
1179,1215,Rohan Mustafa,R Mustafa,UAE,1988-10-07,False,True,
1180,1216,Shaiman Anwar,S Anwar,UAE,1979-03-15,False,True,
1214,1250,Rahmat Shah,R Shah,Afghanistan,1993-07-06,False,True,
1215,1251,Mirwais Ashraf,M Ashraf,Afghanistan,1988-06-30,False,True,
1219,1256,James Taylor,J Taylor,England,1990-01-06,False,True,
1222,1259,Simon Kerrigan,Simon Kerrigan,England,1989-05-10,False,True,
1223,1260,Sohaib Maqsood,S Maqsood,Pakistan,1987-04-15,False,True,
1226,1265,Asif Ali,A Ali,Pakistan,1989-04-13,False,False,
1237,1276,Hardus Viljoen,H Viljoen,South Africa,1989-03-06,False,True,
1241,1280,Neil Broom,N Broom,New Zealand,1983-11-20,False,True,
1242,1281,Mark Craig,M Craig,New Zealand,1987-03-23,False,False,
1246,1285,Ashton Turner,A Turner,Australia,1993-01-25,False,True,
1251,1290,Graeme van Buuren,G van Buuren,South Africa,1990-08-22,False,True,
1254,1293,Milinda Siriwardana,M Siriwardana,Sri Lanka,1985-12-04,False,False,
1256,1295,Dhananjaya de Silva,D de Silva,Sri Lanka,1991-09-06,False,True,
1257,1296,Khurram Manzoor,K Manzoor,Pakistan,1986-06-10,False,True,
1260,1299,Chris Jordan,C Jordan,England,1988-10-04,True,True,
1261,1300,Jamie Overton,J Overton,England,1994-04-10,False,True,
1263,1302,Anamul Haque,A Haque,Bangladesh,1993-12-16,False,True,
1264,1304,Ish Sodhi,I Sodhi,New Zealand,1992-10-31,False,True,
1268,1308,Anton Devcich,A Devcich,New Zealand,1985-09-26,False,False,
1271,1311,Chadwick Walton,C Walton,West India,1985-07-03,False,True,
1273,1313,Noor Ali Zadran,N Zadran,Afghanistan,1988-07-10,False,True,
1309,1350,Jamie Atkinson,J Atkinson,Hong Kong,1990-08-13,False,True,
1310,1351,Tanwir Afzal,T Afzal,Hong Kong,1988-06-12,False,True,
1317,1358,Mark Chapman,M Chapman,Hong Kong,1994-06-27,False,False,
1318,1359,Babar Hayat,B Hayat,Hong Kong,1992-01-05,False,True,
1320,1361,Aizaz Khan,A Khan,Hong Kong,1993-03-21,False,True,
1321,1362,Nizakat Khan,N Khan,Hong Kong,1992-07-08,False,True,
1326,1367,Gareth Berg,G Berg,Italy,1981-01-18,False,True,
1343,1384,Paras Khadka,P Khadka,Nepal,1987-10-24,False,True,
1344,1385,Gyanendra Malla,G Malla,Nepal,1987-07-06,False,True,
1359,1400,Ben Cooper,B Cooper,Netherlands,1992-02-10,False,False,
1362,1403,Assad Vala,A Vala,Papua,1987-08-05,False,False,
1363,1404,Tony Ura,T Ura,Papua,1989-10-15,False,True,
1365,1406,Mahuru Dai,M Dai,Papua,1984-05-30,False,True,
1375,1416,Geraint Jones,G Jones,Papua,1976-07-14,False,True,
1376,1417,Safyaan Sharif,S Sharif,Scotland,1991-05-24,False,True,
1377,1418,Michael Leask,M Leask,Scotland,1990-10-29,False,True,
1417,1460,Kraigg Brathwaite,K Brathwaite,West India,1992-12-01,False,True,
1419,1462,Sharjeel Khan,S Khan,Pakistan,1989-08-14,False,False,
1424,1467,Jimmy Peirson,J Peirson,Australia,1992-10-13,False,True,
1429,1472,Solomon Mire,S Mire,Zimbabwe,1989-08-21,False,True,
1436,1479,Jordan Silk,J Silk,Australia,1992-04-13,False,True,
1437,1480,Andrew Tye,A Tye,Australia,1986-12-12,True,True,
1439,1482,Scott Borthwick,S Borthwick,England,1990-04-19,False,False,
1442,1485,Kaushal Silva,K Silva,Sri Lanka,1986-05-27,False,True,
1443,1486,Dilruwan Perera,MDK Perera,Sri Lanka,1982-07-22,False,True,
1447,1490,Andre Fletcher,A Fletcher,West India,1987-11-28,False,True,
1448,1491,Ben McDermott,B McDermott,Australia,1994-12-12,False,True,
1450,1493,Imrul Kayes,I Kayes,Bangladesh,1987-02-02,False,False,
1462,1505,Matt Henry,M Henry,New Zealand,1991-12-14,False,True,
1463,1507,Ihsanullah,Ihsanullah,Afghanistan,1997-12-28,False,True,
1486,1534,Ed Barnard,E Barnard,England,1995-11-20,False,True,
1493,1541,Joe Clarke,J Clarke,England,1996-05-26,False,True,
1494,1542,Ben Duckett,B Duckett,England,1994-10-17,False,False,
1495,1543,Harry Finch,H Finch,England,1995-02-10,False,True,
1496,1544,Matt Fisher,M Fisher,England,1997-11-09,False,True,
1497,1545,Miles Hammond,M Hammond,England,1996-01-11,False,False,
1498,1546,Ryan Higgins,R Higgins,England,1995-04-03,False,True,
1499,1547,Rob Jones,R Jones,England,1995-11-03,False,True,
1500,1548,Will Rhodes,W Rhodes,England,1995-03-02,False,True,
1501,1549,Rob Sayer,R Sayer,England,1995-01-25,False,True,
1502,1550,Josh Shaw,J Shaw,England,1996-01-03,False,True,
1503,1551,Dom Sibley,D Sibley,England,1995-09-05,False,True,
1504,1552,Jonathan Tattersall,J Tattersall,England,1994-12-15,False,True,
1506,1554,Luke Wood,L Wood,England,1995-08-02,False,False,
1508,1556,Deepak Hooda,D Hooda,India,1995-04-19,False,True,
1515,1563,Shreyas Iyer,S Iyer,India,1994-12-06,True,True,LEG_SPIN
1516,1564,Sarfaraz Khan,S Khan,India,1997-10-22,True,True,
1519,1567,Sami Aslam,S Aslam,Pakistan,1995-12-12,False,False,
1520,1568,Imam-ul-Haq,Imam ul-Haq,Pakistan,1995-12-22,False,False,
1540,1588,Mosaddek Hossain,M Hossain,Bangladesh,1995-12-10,False,True,
1546,1594,Mustafizur Rahman,M Rahman,Bangladesh,1995-09-06,False,False,FAST_SEAM
1548,1596,Liton Das,L Das,Bangladesh,1994-10-13,False,True,
1549,1597,Mehidy Hasan,M Hasan,Bangladesh,1997-10-25,False,True,
1594,1642,Andy Umeed,A Umeed,Scotland,1996-04-19,False,True,
1614,1662,Andile Phehlukwayo,A Phehlukwayo,South Africa,1996-03-03,False,False,
1616,1664,Kagiso Rabada,K Rabada,South Africa,1995-05-25,True,False,
1619,1667,Aiden Markram,A Markram,South Africa,1994-10-04,False,True,
1622,1670,Kusal Mendis,BKG Mendis,Sri Lanka,1995-02-02,False,True,
1657,1705,Shimron Hetmyer,S Hetmyer,West India,1996-12-26,False,False,
1668,1716,Luke Jongwe,L Jongwe,Zimbabwe,1995-02-06,False,True,
1686,1734,Sabbir Rahman,S Rahman,Bangladesh,1991-08-20,False,True,
1687,1735,Moeen Ali,M Ali,England,1987-06-18,False,False,
1688,1736,Stephen Parry,S Parry,England,1986-01-12,False,True,
1689,1737,Harry Gurney,H Gurney,England,1986-10-25,False,True,
1690,1738,Kusal Perera,MDKJ Perera,Sri Lanka,1990-08-17,False,False,
1709,1758,Nicole Bolton,N Bolton,Australia,1989-01-17,False,False,
1734,1785,Lizelle Lee,L Lee,South Africa,1992-04-02,False,True,
1743,1795,Timm van der Gugten,T van der Gugten,Netherlands,1991-02-25,False,True,
1748,1800,Natalie Sciver,N Sciver,England,1992-08-20,False,True,
1749,1801,Fran Wilson,F Wilson,England,1991-11-07,False,True,
1764,1817,Beth Mooney,B Mooney,Australia,1994-01-14,False,False,
1786,1839,Taskin Ahmed,T Ahmed,Bangladesh,1995-04-03,False,False,
1787,1840,Sulieman Benn,S Benn,West India,1981-07-22,False,False,
1788,1841,Jerome Taylor,J Taylor,West India,1984-06-22,False,True,
1789,1842,Liam Plunkett,L Plunkett,England,1985-04-06,True,True,FAST_SEAM
1790,1843,Sam Robson,S Robson,England,1989-07-01,False,True,
1791,1844,Jermaine Blackwood,J Blackwood,West India,1991-11-20,False,True,
1793,1846,Stiaan van Zyl,S van Zyl,South Africa,1987-09-19,False,False,
1794,1847,Niroshan Dickwella,N Dickwella,Sri Lanka,1993-06-23,False,False,
1798,1852,Donald Tiripano,D Tiripano,Zimbabwe,1988-03-17,False,True,
1807,1861,Cameron Bancroft,C Bancroft,Australia,1992-11-19,False,True,
1809,1863,Danushka Gunathilaka,D Gunathilaka,Sri Lanka,1991-03-17,False,False,
1820,1874,Dane Vilas,D Vilas,South Africa,1985-06-10,False,True,
1831,1885,Daryn Smit,D Smit,South Africa,1984-01-28,False,True,
1840,1894,Keshav Maharaj,K Maharaj,South Africa,1990-02-07,False,True,
1842,1896,Cameron Delport,C Delport,South Africa,1989-05-12,False,False,
1843,1897,Shane Dowrich,S Dowrich,West India,1991-10-30,False,True,
1844,1898,Ashley Nurse,A Nurse,West India,1988-12-22,False,True,
1845,1899,Jonathan Carter,J Carter,West India,1987-11-16,False,False,
1847,1901,Raymon Reifer,R Reifer,West India,1991-05-11,False,False,
1849,1903,Mitchell Santner,M Santner,New Zealand,1992-02-05,False,False,
1850,1904,Taijul Islam,T Islam,Bangladesh,1992-02-07,False,False,
1852,1906,Jason Roy,J Roy,England,1990-07-21,True,True,
1856,1911,Yasir Shah,Y Shah,Pakistan,1986-05-02,False,True,
1861,1916,Peter Moor,P Moor,Zimbabwe,1992-02-02,False,True,
1864,1919,Soumya Sarkar,S Sarkar,Bangladesh,1993-02-25,False,False,
1866,1922,Simon Harmer,S Harmer,South Africa,1989-02-10,False,True,
2542,2710,Ajmal Shahzad,A Shahzad,England,1985-07-27,False,True,
2552,2720,Alexei Kervezee,AN Kervezee,Namibia,1989-09-11,False,True,
2554,2722,Carlos Brathwaite,C Brathwaite,West India,1988-07-18,True,True,MEDIUM_SEAM
2556,2724,Sohail Khan,S Khan,Pakistan,1984-03-06,False,True,
2570,2738,Nitish Rana,N Rana,India,1993-12-27,True,False,
2572,2740,Hardik Pandya,H Pandya,India,1993-10-11,True,True,
2581,2749,Mark Wood,M Wood,England,1990-01-11,False,True,
2583,2751,Shai Hope,S Hope,West India,1993-11-10,False,True,
2586,2755,Zafar Ansari,Z Ansari,England,1991-12-10,False,False,
2587,2756,Sam Billings,S Billings,England,1991-06-15,True,True,
2588,2757,Lewis Gregory,L Gregory,England,1992-05-24,False,True,
2589,2758,David Willey,D Willey,England,1990-02-28,False,True,
2590,2759,Babar Azam,B Azam,Pakistan,1994-10-15,False,True,
2591,2760,Imad Wasim,I Wasim,Pakistan,1988-12-18,False,False,
2597,2766,Craig Overton,C Overton,England,1994-04-10,False,True,
2604,2773,Anshy Rath,A Rath,Hong Kong,1997-11-05,False,False,ORTHODOX
2615,2784,George Munsey,G Munsey,Scotland,1993-02-21,True,False,
2631,2800,Lega Siaka,L Siaka,Papua,1992-12-21,False,True,
2670,2839,Reece Topley,R Topley,England,1994-02-21,False,True,
2706,2876,Dasun Shanaka,D Shanaka,Sri Lanka,1991-09-09,False,True,
2708,2878,Mark Footitt,M Footitt,England,1985-11-25,False,True,
2715,2885,Rashid Khan,R Khan,Afghanistan,1998-09-20,True,True,LEG_SPIN
2720,2890,Henry Nicholls,H Nicholls,New Zealand,1991-11-15,False,False,
2721,2891,Miguel Cummins,M Cummins,West India,1990-09-05,False,False,
2726,2896,Mohammad Amir,M Amir,Pakistan,1992-04-13,False,False,
2728,2898,Stephen Cook,S Cook,South Africa,1982-11-29,False,True,
2766,2936,George Bartlett,G Bartlett,England,1998-03-14,False,True,
2767,2937,Jack Burnham,J Burnham,England,1997-01-18,False,True,
2768,2938,Mason Crane,M Crane,England,1997-02-18,False,True,
2769,2939,Sam Curran,S Curran,England,1998-06-03,False,False,
2770,2940,Ryan Davies,R Davies,England,1996-11-05,False,True,
2771,2941,Aneurin Donald,A Donald,England,1996-12-20,False,True,
2774,2944,Max Holden,M Holden,England,1997-12-18,False,False,
2775,2945,Dan Lawrence,D Lawrence,England,1997-07-12,False,True,
2777,2947,Tom Moores,T Moores,England,1996-09-04,False,False,
2802,2972,Rishabh Pant,R Pant,India,1997-10-04,False,False,
2803,2973,Washington Sundar,W Sundar,India,1999-10-05,True,False,
2805,2975,Ishan Kishan,I Kishan,India,1998-07-18,False,False,
2809,2979,Varun Chopra,V Chopra,Ireland,2000-02-01,False,True,
2876,3046,Shadab Khan,S Khan,Pakistan,1998-10-04,False,True,
2915,3085,Lahiru Kumara,L Kumara,Sri Lanka,1997-02-13,False,False,
2931,3101,Keemo Paul,K Paul,West India,1998-02-21,False,True,
2956,3126,Hayley Matthews,H Matthews,West India,1998-03-19,False,True,
2969,3139,James Foster,J Foster,England,1980-04-15,False,True,
2982,3153,Asela Gunaratne,A Gunaratne,Sri Lanka,1986-01-08,True,True,
2995,3166,Veda Krishnamurthy,V Krishnamurthy,India,1992-10-16,False,True,
3000,3171,Brad Wheal,B Wheal,Scotland,1996-08-28,False,True,
3001,3172,Lauren Winfield,L Winfield,England,1990-08-16,False,True,
3012,3183,Krunal Pandya,K Pandya,India,1991-03-24,False,False,
3024,3195,Mohammad Nawaz,M Nawaz,Pakistan,1994-03-21,False,False,
3138,3310,Jake Ball,J Ball,England,1991-03-14,False,True,
3140,3312,Jeet Raval,J Raval,New Zealand,1988-09-22,False,False,
3141,3313,Barry McCarthy,B McCarthy,Ireland,1992-09-13,False,True,
3143,3315,Ruaidhri Smith,R Smith,Scotland,1994-08-05,False,True,
3146,3318,Dawid Malan,D Malan,England,1987-09-03,False,False,
3148,3320,Toby Roland-Jones,T Roland-Jones,England,1988-01-29,False,True,
3149,3321,Roston Chase,R Chase,West India,1992-03-22,False,True,
3153,3325,Hassan Ali,H Ali,Pakistan,1994-02-07,False,True,
3160,3333,Rovman Powell,R Powell,West India,1993-07-23,True,True,MEDIUM_SEAM
3162,3335,Gareth Batty,G Batty,England,1977-10-13,True,True,OFF_SPIN
3163,3336,Haseeb Hameed,H Hameed,England,1997-01-17,True,True,LEG_SPIN
3164,3337,Sophie Ecclestone,S Ecclestone,England,1999-05-06,False,True,ORTHODOX
3168,3341,Matthew Taylor,M Taylor,England,1994-07-08,False,True,FAST_SEAM
3170,3343,Tom Smith,T SMith,England,1987-09-03,False,True,ORTHODOX
3172,3346,Darren Stevens,D Stevens,England,1976-04-30,True,True,MEDIUM_SEAM
3174,3348,Ollie Rayner,O Rayner,,1985-11-01,False,False,OFF_SPIN
3175,3349,Ravi Patel,R Patel,,1991-08-04,True,False,ORTHODOX
3177,3352,Harry Podmore,H Podmore,,1994-07-23,False,False,MEDIUM_SEAM
3178,3353,James Fuller,J Fuller,,1990-01-24,False,False,FAST_SEAM
3181,3357,John Simpson,J Simpson,,1988-07-13,False,True,MEDIUM_SEAM
3182,3358,Stevie Eskinazi,S Eskinazi,,1994-03-28,False,False,OFF_SPIN
3184,3360,Nick Gubbins,N Gubbins,,1993-12-31,False,True,LEG_SPIN
3185,3361,Tim Groenewald,T Groenewald,,1984-01-10,False,False,FAST_SEAM
3187,3363,Jack Leach,J Leach,England,1991-06-22,False,False,ORTHODOX
3188,3364,Jim Allenby,J Allenby,,1982-09-12,False,False,MEDIUM_SEAM
3189,3365,Adam Hose,A Hose,,1992-10-25,False,False,MEDIUM_SEAM
3190,3366,Johann Myburgh,J Myburgh,,1980-10-22,False,False,OFF_SPIN
3191,3367,Max Waller,M Waller,,1988-03-03,False,False,LEG_SPIN
3194,3371,Alex Lees,A Lees,,1993-04-14,False,True,LEG_SPIN
3196,3373,Ben Coad,B Coad,,1994-01-10,False,False,MEDIUM_SEAM
3198,3375,Harry Brook,H Brook,England,1999-02-22,True,True,MEDIUM_SEAM
3199,3376,Jake Lehmann,J Lehmann,,1992-07-08,True,True,ORTHODOX
3200,3377,Jack Brooks,J Brooks,,1984-06-04,False,False,FAST_SEAM
3203,3382,Tom Wells,T Wells,,1993-03-15,False,False,MEDIUM_SEAM
3205,3384,Greg Smith,G Smith,,1988-11-16,False,False,LEG_SPIN
3206,3385,Lewis Hill,L Hill,,1990-10-05,False,False,MEDIUM_SEAM
3207,3386,Michael Burgess,M Burgess,,1994-07-08,False,False,MEDIUM_SEAM
3209,3388,Neil Dexter,N Dexter,,1984-08-21,False,False,MEDIUM_SEAM
3210,3389,Dieter Klein,D Klein,,1988-10-31,True,False,FAST_SEAM
3211,3390,Charlie Shreck,C Shreck,,1978-01-06,False,False,FAST_SEAM
3212,3391,Ben Raine,B Raine,,1991-09-14,False,True,FAST_SEAM
3213,3392,Harry Dearden,H Dearden,,1997-05-07,False,False,OFF_SPIN
3215,3394,Ned Eckersley,E Eckersley,,1989-08-09,False,False,OFF_SPIN
3217,3397,Paul Horton,P Horton,,1982-09-20,False,False,OFF_SPIN
3218,3398,Mark Pettini,M Pettini,,1983-08-07,False,False,OFF_SPIN
3219,3399,Zak Chappell,Z Chappell,,1996-08-21,False,False,FAST_SEAM
3221,3401,Angus Robson,A Robson,,1992-02-19,False,False,LEG_SPIN
3222,3402,Richard Gleeson,R Gleeson,,1987-12-02,False,False,MEDIUM_SEAM
3226,3406,Ben Sanderson,B Sanderson,,1989-01-03,False,False,FAST_SEAM
3227,3407,Laurie Evans,L Evans,England,1987-10-12,False,False,OFF_SPIN
3228,3409,Robert Newton,R Newton,,1990-01-18,False,False,LEG_SPIN
3229,3410,Graeme White,G White,,1987-04-18,True,False,ORTHODOX
3230,3412,Steven Crook,S Crook,,1983-05-28,False,False,FAST_SEAM
3231,3414,Olly Stone,O Stone,England,1993-10-09,True,True,FAST_SEAM
3233,3416,Saif Zaib,S Zaib,,1998-05-22,True,True,ORTHODOX
3234,3417,Rob Keogh,R Keogh,,1991-10-21,False,False,OFF_SPIN
3235,3418,Jake Libby,J Libby,England,1993-01-03,False,False,OFF_SPIN
3236,3419,Alex Wakely,A Wakely,,1988-11-03,False,False,OFF_SPIN
3237,3420,Azharullah,M Azharullah,,1983-12-25,False,False,FAST_SEAM
3238,3421,Adam Rossington,A Rossington,,1993-05-05,False,False,MEDIUM_SEAM
3239,3422,Tom Poynton,T Poynton,,1989-11-25,False,False,MEDIUM_SEAM
3244,3427,Wayne Madsen,W Madsen,,1984-01-02,False,False,OFF_SPIN
3245,3428,Tom Taylor,T Taylor,,1994-12-21,False,False,MEDIUM_SEAM
3246,3429,Ben Slater,B Slater,,1991-08-26,False,True,LEG_SPIN
3247,3432,Harvey Hosein,H Hosein,,1996-08-12,False,False,MEDIUM_SEAM
3250,3436,Chesney Hughes,C Hughes,,1991-01-20,True,True,ORTHODOX
3252,3438,Shiv Thakor,S Thakor,,1993-10-22,False,False,MEDIUM_SEAM
3253,3439,Ben Cotton,B Cotton,,1993-09-13,False,False,MEDIUM_SEAM
3254,3441,Luke Fletcher,L Fletcher,,1988-09-18,False,False,FAST_SEAM
3257,3444,Tony Palladino,A Palladino,,1983-06-29,False,False,MEDIUM_SEAM
3258,3445,Alex Hughes,A Hughes,,1991-09-29,False,False,MEDIUM_SEAM
3260,3448,Scott Elstone,S Elstone,,1990-06-10,False,False,OFF_SPIN
3261,3450,Billy Godleman,B Godleman,,1989-02-11,False,True,LEG_SPIN
3262,3451,Matthew Critchley,M Critchley,England,1995-08-13,False,False,LEG_SPIN
3263,3452,Callum Parkinson,C Parkinson,,1996-10-24,True,True,ORTHODOX
3265,3454,Steven Mullaney,S Mullaney,,1986-11-19,False,False,MEDIUM_SEAM
3266,3456,Billy Root,W Root,,1992-08-05,False,True,OFF_SPIN
3267,3457,Chris Read,C Read,,1978-08-10,False,False,MEDIUM_SEAM
3268,3458,William Gidman,W Gidman,,1985-02-14,False,True,MEDIUM_SEAM
3269,3459,Riki Wessels,M Wessels,,1985-11-12,False,False,OFF_SPIN
3271,3462,Brett Hutton,B Hutton,,1993-02-06,False,False,MEDIUM_SEAM
3272,3463,Ian Cockbain,I Cockbain,,1987-02-17,False,False,MEDIUM_SEAM
3273,3464,Liam Norwell,L Norwell,,1991-12-27,False,False,MEDIUM_SEAM
3275,3466,George Hankins,G Hankins,,1997-01-04,False,False,OFF_SPIN
3277,3468,William Tavare,W Tavare,,1990-01-01,False,False,MEDIUM_SEAM
3278,3470,Hamish Marshall,H Marshall,,1979-02-15,False,False,MEDIUM_SEAM
3279,3471,Phil Mustard,P Mustard,,1982-10-08,False,True,LEG_SPIN
3280,3472,James Bracey,J Bracey,,1997-05-03,False,True,MEDIUM_SEAM
3281,3473,Gareth Roderick,G Roderick,,1991-08-28,False,False,MEDIUM_SEAM
3282,3474,Jack Taylor,J Taylor,,1991-11-12,False,False,OFF_SPIN
3283,3475,Craig Miles,C Miles,,1994-07-20,False,False,MEDIUM_SEAM
3284,3476,Chris Liddle,C Liddle,,1984-02-01,True,False,FAST_SEAM
3285,3477,Chris Dent,C Dent,England,1991-01-20,True,True,ORTHODOX
3286,3478,Benny Howell,B Howell,,1988-10-05,False,False,MEDIUM_SEAM
3287,3479,David Payne,D Payne,,1991-02-15,True,False,FAST_SEAM
3290,3483,Ashar Zaidi,S Zaidi,,1981-07-13,True,True,ORTHODOX
